index,Sex,Type,Age,Date,Value
1847,KOBIETY,C,25-34,2014,258
1775,KOBIETY,A,18-24,2014,84
1776,MĘŻCZYŹNI,A,18-24,2014,710
1777,MĘŻCZYŹNI,A,25-34,2014,7384
1778,KOBIETY,A,25-34,2014,881
1779,MĘŻCZYŹNI,A,35-44,2014,2704
1780,KOBIETY,A,35-44,2014,316
1781,KOBIETY,A,45-54,2014,24
1782,MĘŻCZYŹNI,A,45-54,2014,370
1783,MĘŻCZYŹNI,A,55-64,2014,78
1784,KOBIETY,A,55-64,2014,3
1785,MĘŻCZYŹNI,A,od 65,2014,3
1786,MĘŻCZYŹNI,A1,18-24,2014,145
1787,KOBIETY,A1,18-24,2014,34
1788,KOBIETY,A1,25-34,2014,18
1808,MĘŻCZYŹNI,AM,45-54,2014,55
1809,KOBIETY,AM,55-64,2014,26
1789,MĘŻCZYŹNI,A1,25-34,2014,17
1811,KOBIETY,AM,od 65,2014,1
1831,KOBIETY,B+E,45-54,2014,34
1832,MĘŻCZYŹNI,B+E,45-54,2014,1737
1833,MĘŻCZYŹNI,B+E,55-64,2014,359
1834,KOBIETY,B+E,55-64,2014,2
1835,MĘŻCZYŹNI,B+E,od 65,2014,17
1836,KOBIETY,B1,18-24,2014,23
1838,MĘŻCZYŹNI,B1,25-34,2014,7
1839,KOBIETY,B1,25-34,2014,5
1840,MĘŻCZYŹNI,B1,35-44,2014,7
1841,KOBIETY,B1,35-44,2014,3
1842,MĘŻCZYŹNI,B1,45-54,2014,5
1843,MĘŻCZYŹNI,B1,55-64,2014,1
1844,MĘŻCZYŹNI,B1,od 65,2014,2
1810,MĘŻCZYŹNI,AM,55-64,2014,30
1845,MĘŻCZYŹNI,C,18-24,2014,7838
1830,KOBIETY,B+E,35-44,2014,134
1829,MĘŻCZYŹNI,B+E,35-44,2014,5784
1837,MĘŻCZYŹNI,B1,18-24,2014,62
1827,KOBIETY,B+E,25-34,2014,227
1813,MĘŻCZYŹNI,B,18-24,2014,146158
1828,MĘŻCZYŹNI,B+E,25-34,2014,12871
1814,KOBIETY,B,18-24,2014,125805
1815,KOBIETY,B,25-34,2014,27834
1816,MĘŻCZYŹNI,B,25-34,2014,16129
1812,MĘŻCZYŹNI,AM,od 65,2014,12
1818,MĘŻCZYŹNI,B,35-44,2014,3962
1819,MĘŻCZYŹNI,B,45-54,2014,894
1817,KOBIETY,B,35-44,2014,8342
1821,MĘŻCZYŹNI,B,55-64,2014,339
1822,KOBIETY,B,55-64,2014,814
1823,KOBIETY,B,od 65,2014,54
1824,MĘŻCZYŹNI,B,od 65,2014,55
1825,MĘŻCZYŹNI,B+E,18-24,2014,8603
1826,KOBIETY,B+E,18-24,2014,144
1820,KOBIETY,B,45-54,2014,2603
941,KOBIETY,T,25-34,2015,22
940,MĘŻCZYŹNI,T,25-34,2015,778
939,MĘŻCZYŹNI,D+E,25-34,2015,1353
942,MĘŻCZYŹNI,U,25-34,2015,193
938,KOBIETY,D+E,25-34,2015,27
937,MĘŻCZYŹNI,D1+E,25-34,2015,58
936,KOBIETY,D1,25-34,2015,4
935,MĘŻCZYŹNI,D1,25-34,2015,108
928,KOBIETY,C1,25-34,2015,19
933,KOBIETY,D,25-34,2015,229
932,MĘŻCZYŹNI,C+E,25-34,2015,11842
931,KOBIETY,C+E,25-34,2015,146
930,KOBIETY,C1+E,25-34,2015,6
929,MĘŻCZYŹNI,C1+E,25-34,2015,400
927,MĘŻCZYŹNI,C1,25-34,2015,818
943,KOBIETY,U,25-34,2015,69
926,KOBIETY,C,25-34,2015,296
934,MĘŻCZYŹNI,D,25-34,2015,2348
944,MĘŻCZYŹNI,A,35-44,2015,3972
962,MĘŻCZYŹNI,C1+E,35-44,2015,170
946,MĘŻCZYŹNI,A1,35-44,2015,100
925,MĘŻCZYŹNI,C,25-34,2015,11597
965,KOBIETY,C+E,35-44,2015,90
964,MĘŻCZYŹNI,C+E,35-44,2015,4951
963,KOBIETY,C1+E,35-44,2015,1
961,MĘŻCZYŹNI,C1,35-44,2015,300
960,KOBIETY,C1,35-44,2015,6
959,MĘŻCZYŹNI,C,35-44,2015,4159
958,KOBIETY,C,35-44,2015,141
957,KOBIETY,B+E,35-44,2015,149
956,MĘŻCZYŹNI,B+E,35-44,2015,6877
955,MĘŻCZYŹNI,B1,35-44,2015,84
954,KOBIETY,B1,35-44,2015,73
953,MĘŻCZYŹNI,B,35-44,2015,5941
952,KOBIETY,B,35-44,2015,11540
951,MĘŻCZYŹNI,AM,35-44,2015,294
950,KOBIETY,AM,35-44,2015,412
949,MĘŻCZYŹNI,A2,35-44,2015,91
948,KOBIETY,A2,35-44,2015,10
947,KOBIETY,A1,35-44,2015,6
945,KOBIETY,A,35-44,2015,281
924,MĘŻCZYŹNI,B+E,25-34,2015,14593
888,MĘŻCZYŹNI,B1,18-24,2015,2455
922,MĘŻCZYŹNI,B1,25-34,2015,305
898,KOBIETY,C+E,18-24,2015,81
897,MĘŻCZYŹNI,C1+E,18-24,2015,213
896,KOBIETY,C1+E,18-24,2015,5
895,MĘŻCZYŹNI,C1,18-24,2015,949
894,KOBIETY,C1,18-24,2015,9
893,KOBIETY,C,18-24,2015,143
892,MĘŻCZYŹNI,C,18-24,2015,9588
891,KOBIETY,B+E,18-24,2015,180
890,MĘŻCZYŹNI,B+E,18-24,2015,9580
889,KOBIETY,B1,18-24,2015,1049
966,KOBIETY,D,35-44,2015,160
887,MĘŻCZYŹNI,B,18-24,2015,174080
886,KOBIETY,B,18-24,2015,158679
885,KOBIETY,AM,18-24,2015,4580
884,MĘŻCZYŹNI,AM,18-24,2015,8940
883,KOBIETY,A2,18-24,2015,370
882,MĘŻCZYŹNI,A2,18-24,2015,4525
881,KOBIETY,A1,18-24,2015,38
880,MĘŻCZYŹNI,A1,18-24,2015,261
899,MĘŻCZYŹNI,C+E,18-24,2015,6814
923,KOBIETY,B+E,25-34,2015,248
900,KOBIETY,D,18-24,2015,30
902,KOBIETY,D1,18-24,2015,2
921,KOBIETY,B1,25-34,2015,436
920,KOBIETY,B,25-34,2015,37796
919,MĘŻCZYŹNI,B,25-34,2015,22719
918,MĘŻCZYŹNI,AM,25-34,2015,987
917,KOBIETY,AM,25-34,2015,1356
916,KOBIETY,A2,25-34,2015,26
915,MĘŻCZYŹNI,A2,25-34,2015,211
914,MĘŻCZYŹNI,A1,25-34,2015,219
913,KOBIETY,A1,25-34,2015,23
912,MĘŻCZYŹNI,A,25-34,2015,9031
911,KOBIETY,A,25-34,2015,824
910,KOBIETY,U,18-24,2015,11
909,MĘŻCZYŹNI,U,18-24,2015,78
908,KOBIETY,T,18-24,2015,47
907,MĘŻCZYŹNI,T,18-24,2015,2855
906,KOBIETY,D+E,18-24,2015,3
905,MĘŻCZYŹNI,D+E,18-24,2015,199
904,MĘŻCZYŹNI,D1+E,18-24,2015,4
903,MĘŻCZYŹNI,D1,18-24,2015,35
901,MĘŻCZYŹNI,D,18-24,2015,535
967,MĘŻCZYŹNI,D,35-44,2015,1280
1003,MĘŻCZYŹNI,D+E,45-54,2015,308
969,KOBIETY,D1,35-44,2015,6
1033,MĘŻCZYŹNI,T,55-64,2015,21
1032,KOBIETY,D+E,55-64,2015,1
1031,MĘŻCZYŹNI,D+E,55-64,2015,80
1030,MĘŻCZYŹNI,D1+E,55-64,2015,2
1029,MĘŻCZYŹNI,D1,55-64,2015,4
1028,MĘŻCZYŹNI,D,55-64,2015,133
1027,KOBIETY,D,55-64,2015,2
1026,MĘŻCZYŹNI,C+E,55-64,2015,189
1034,KOBIETY,T,55-64,2015,2
1025,KOBIETY,C+E,55-64,2015,1
1023,MĘŻCZYŹNI,C1,55-64,2015,4
1022,KOBIETY,C,55-64,2015,6
1021,MĘŻCZYŹNI,C,55-64,2015,142
1020,MĘŻCZYŹNI,B+E,55-64,2015,404
1019,KOBIETY,B+E,55-64,2015,4
1018,MĘŻCZYŹNI,B1,55-64,2015,8
1017,KOBIETY,B1,55-64,2015,8
1016,KOBIETY,B,55-64,2015,1236
1024,MĘŻCZYŹNI,C1+E,55-64,2015,6
1035,KOBIETY,U,55-64,2015,1
1036,MĘŻCZYŹNI,U,55-64,2015,11
1037,KOBIETY,A,od 65,2015,1
879,KOBIETY,A,18-24,2015,84
1055,MĘŻCZYŹNI,T,od 65,2015,10
1054,MĘŻCZYŹNI,D+E,od 65,2015,2
1053,MĘŻCZYŹNI,D1+E,od 65,2015,1
1052,MĘŻCZYŹNI,D1,od 65,2015,1
1051,MĘŻCZYŹNI,D,od 65,2015,3
1050,MĘŻCZYŹNI,C+E,od 65,2015,4
1049,MĘŻCZYŹNI,C1+E,od 65,2015,1
1048,MĘŻCZYŹNI,C1,od 65,2015,1
1047,MĘŻCZYŹNI,C,od 65,2015,6
1046,MĘŻCZYŹNI,B+E,od 65,2015,40
1045,MĘŻCZYŹNI,B1,od 65,2015,7
1044,KOBIETY,B1,od 65,2015,1
1043,MĘŻCZYŹNI,B,od 65,2015,88
1042,KOBIETY,B,od 65,2015,76
1041,KOBIETY,AM,od 65,2015,2
1040,MĘŻCZYŹNI,AM,od 65,2015,23
1039,KOBIETY,A1,od 65,2015,1
1038,MĘŻCZYŹNI,A,od 65,2015,26
1015,MĘŻCZYŹNI,B,55-64,2015,527
968,MĘŻCZYŹNI,D1,35-44,2015,64
1014,MĘŻCZYŹNI,AM,55-64,2015,69
1012,MĘŻCZYŹNI,A2,55-64,2015,4
987,KOBIETY,B1,45-54,2015,21
986,KOBIETY,B,45-54,2015,3505
985,MĘŻCZYŹNI,B,45-54,2015,1329
984,MĘŻCZYŹNI,AM,45-54,2015,99
983,KOBIETY,AM,45-54,2015,141
982,KOBIETY,A2,45-54,2015,2
981,MĘŻCZYŹNI,A2,45-54,2015,12
980,MĘŻCZYŹNI,A1,45-54,2015,15
988,MĘŻCZYŹNI,B1,45-54,2015,17
979,KOBIETY,A1,45-54,2015,2
977,MĘŻCZYŹNI,A,45-54,2015,568
976,KOBIETY,U,35-44,2015,46
975,MĘŻCZYŹNI,U,35-44,2015,150
974,KOBIETY,T,35-44,2015,7
973,MĘŻCZYŹNI,T,35-44,2015,264
972,MĘŻCZYŹNI,D+E,35-44,2015,847
971,KOBIETY,D+E,35-44,2015,24
970,MĘŻCZYŹNI,D1+E,35-44,2015,39
978,KOBIETY,A,45-54,2015,29
989,MĘŻCZYŹNI,B+E,45-54,2015,1882
990,KOBIETY,B+E,45-54,2015,35
991,MĘŻCZYŹNI,C,45-54,2015,994
1011,MĘŻCZYŹNI,A1,55-64,2015,3
1010,KOBIETY,A,55-64,2015,3
1009,MĘŻCZYŹNI,A,55-64,2015,112
1008,MĘŻCZYŹNI,U,45-54,2015,83
1007,KOBIETY,U,45-54,2015,14
1006,MĘŻCZYŹNI,T,45-54,2015,85
1005,KOBIETY,T,45-54,2015,9
1004,KOBIETY,D+E,45-54,2015,2
1002,MĘŻCZYŹNI,D1+E,45-54,2015,25
1001,KOBIETY,D1,45-54,2015,1
1000,MĘŻCZYŹNI,D1,45-54,2015,28
999,KOBIETY,D,45-54,2015,42
998,MĘŻCZYŹNI,D,45-54,2015,554
997,KOBIETY,C+E,45-54,2015,15
996,MĘŻCZYŹNI,C+E,45-54,2015,1276
995,MĘŻCZYŹNI,C1+E,45-54,2015,58
994,KOBIETY,C1+E,45-54,2015,1
993,MĘŻCZYŹNI,C1,45-54,2015,54
992,KOBIETY,C,45-54,2015,21
1013,KOBIETY,AM,55-64,2015,52
878,MĘŻCZYŹNI,A,18-24,2015,1275
1056,KOBIETY,T,od 65,2015,1
1341,MĘŻCZYŹNI,C1+E,55-64,2016,303
1220,KOBIETY,B,25-34,2016,43997
1219,KOBIETY,B,18-24,2016,161622
1218,KOBIETY,AM,od 65,2016,134
1217,KOBIETY,AM,55-64,2016,1346
1216,KOBIETY,AM,45-54,2016,4573
1215,KOBIETY,AM,35-44,2016,13889
1214,KOBIETY,AM,25-34,2016,37517
1213,KOBIETY,AM,18-24,2016,137470
1212,KOBIETY,A2,od 65,2016,3
1211,KOBIETY,A2,55-64,2016,4
1210,KOBIETY,A2,45-54,2016,45
1209,KOBIETY,A2,35-44,2016,363
1208,KOBIETY,A2,25-34,2016,801
1207,KOBIETY,A2,18-24,2016,466
1206,KOBIETY,A1,od 65,2016,3
1205,KOBIETY,A1,55-64,2016,3
1204,KOBIETY,A1,45-54,2016,48
1203,KOBIETY,A1,35-44,2016,365
1202,KOBIETY,A1,25-34,2016,807
1221,KOBIETY,B,35-44,2016,15878
1222,KOBIETY,B,45-54,2016,5193
1223,KOBIETY,B,55-64,2016,1497
1224,KOBIETY,B,od 65,2016,128
1244,KOBIETY,C1,45-54,2016,24
1243,KOBIETY,C1,35-44,2016,117
1242,KOBIETY,C1,25-34,2016,286
1241,KOBIETY,C1,18-24,2016,138
1240,KOBIETY,C,55-64,2016,2
1239,KOBIETY,C,45-54,2016,28
1238,KOBIETY,C,35-44,2016,132
1237,KOBIETY,C,25-34,2016,311
1236,KOBIETY,C,18-24,2016,143
1201,KOBIETY,A1,18-24,2016,486
1235,KOBIETY,B+E,55-64,2016,7
1233,KOBIETY,B+E,35-44,2016,170
1232,KOBIETY,B+E,25-34,2016,292
1231,KOBIETY,B+E,18-24,2016,213
1230,KOBIETY,B1,od 65,2016,119
1229,KOBIETY,B1,55-64,2016,1312
1228,KOBIETY,B1,45-54,2016,4504
1227,KOBIETY,B1,35-44,2016,13784
1226,KOBIETY,B1,25-34,2016,37382
1225,KOBIETY,B1,18-24,2016,137479
1234,KOBIETY,B+E,45-54,2016,43
1245,KOBIETY,C1,55-64,2016,2
1200,KOBIETY,A,55-64,2016,2
1197,KOBIETY,A,25-34,2016,816
1365,MĘŻCZYŹNI,D1+E,55-64,2016,94
1366,MĘŻCZYŹNI,D1+E,od 65,2016,15
1367,MĘŻCZYŹNI,D+E,18-24,2016,189
1368,MĘŻCZYŹNI,D+E,25-34,2016,1194
1369,MĘŻCZYŹNI,D+E,35-44,2016,857
1370,MĘŻCZYŹNI,D+E,45-54,2016,329
1371,MĘŻCZYŹNI,D+E,55-64,2016,68
1372,MĘŻCZYŹNI,D+E,od 65,2016,4
1373,MĘŻCZYŹNI,T,18-24,2016,11869
1374,MĘŻCZYŹNI,T,25-34,2016,13958
1375,MĘŻCZYŹNI,T,35-44,2016,6354
1376,MĘŻCZYŹNI,T,45-54,2016,1966
1377,MĘŻCZYŹNI,T,55-64,2016,512
1378,MĘŻCZYŹNI,T,od 65,2016,71
1379,MĘŻCZYŹNI,U,18-24,2016,57
1380,MĘŻCZYŹNI,U,25-34,2016,114
1381,MĘŻCZYŹNI,U,35-44,2016,88
1382,MĘŻCZYŹNI,U,45-54,2016,41
1383,MĘŻCZYŹNI,U,55-64,2016,8
1364,MĘŻCZYŹNI,D1+E,45-54,2016,345
1363,MĘŻCZYŹNI,D1+E,35-44,2016,794
1362,MĘŻCZYŹNI,D1+E,25-34,2016,1109
1361,MĘŻCZYŹNI,D1+E,18-24,2016,179
1196,KOBIETY,A,18-24,2016,112
1342,MĘŻCZYŹNI,C1+E,od 65,2016,21
1343,MĘŻCZYŹNI,C+E,18-24,2016,7895
1344,MĘŻCZYŹNI,C+E,25-34,2016,11877
1345,MĘŻCZYŹNI,C+E,35-44,2016,5365
1346,MĘŻCZYŹNI,C+E,45-54,2016,1502
1347,MĘŻCZYŹNI,C+E,55-64,2016,215
1348,MĘŻCZYŹNI,C+E,od 65,2016,5
1349,MĘŻCZYŹNI,D,18-24,2016,514
1199,KOBIETY,A,45-54,2016,46
1350,MĘŻCZYŹNI,D,25-34,2016,2114
1352,MĘŻCZYŹNI,D,45-54,2016,539
1353,MĘŻCZYŹNI,D,55-64,2016,119
1354,MĘŻCZYŹNI,D,od 65,2016,1
1355,MĘŻCZYŹNI,D1,18-24,2016,466
1356,MĘŻCZYŹNI,D1,25-34,2016,1903
1357,MĘŻCZYŹNI,D1,35-44,2016,1131
1358,MĘŻCZYŹNI,D1,45-54,2016,549
1359,MĘŻCZYŹNI,D1,55-64,2016,149
1360,MĘŻCZYŹNI,D1,od 65,2016,13
1351,MĘŻCZYŹNI,D,35-44,2016,1262
1246,KOBIETY,C1+E,18-24,2016,75
1198,KOBIETY,A,35-44,2016,358
1248,KOBIETY,C1+E,35-44,2016,74
1316,MĘŻCZYŹNI,B1,45-54,2016,1750
1315,MĘŻCZYŹNI,B1,35-44,2016,6771
1314,MĘŻCZYŹNI,B1,25-34,2016,22747
1313,MĘŻCZYŹNI,B1,18-24,2016,148570
1312,MĘŻCZYŹNI,B,od 65,2016,133
1311,MĘŻCZYŹNI,B,55-64,2016,577
1310,MĘŻCZYŹNI,B,45-54,2016,1660
1309,MĘŻCZYŹNI,B,35-44,2016,7504
1308,MĘŻCZYŹNI,B,25-34,2016,26305
1317,MĘŻCZYŹNI,B1,55-64,2016,661
1307,MĘŻCZYŹNI,B,18-24,2016,173086
1305,MĘŻCZYŹNI,AM,55-64,2016,845
1304,MĘŻCZYŹNI,AM,45-54,2016,2032
1303,MĘŻCZYŹNI,AM,35-44,2016,7114
1302,MĘŻCZYŹNI,AM,25-34,2016,23207
1301,MĘŻCZYŹNI,AM,18-24,2016,146897
1300,MĘŻCZYŹNI,A2,od 65,2016,86
1299,MĘŻCZYŹNI,A2,55-64,2016,260
1298,MĘŻCZYŹNI,A2,45-54,2016,965
1297,MĘŻCZYŹNI,A2,35-44,2016,4850
1306,MĘŻCZYŹNI,AM,od 65,2016,284
1296,MĘŻCZYŹNI,A2,25-34,2016,9040
1318,MĘŻCZYŹNI,B1,od 65,2016,209
1320,MĘŻCZYŹNI,B+E,25-34,2016,15232
1247,KOBIETY,C1+E,25-34,2016,161
1339,MĘŻCZYŹNI,C1+E,35-44,2016,4976
1338,MĘŻCZYŹNI,C1+E,25-34,2016,10749
1337,MĘŻCZYŹNI,C1+E,18-24,2016,7204
1336,MĘŻCZYŹNI,C1,od 65,2016,27
1335,MĘŻCZYŹNI,C1,55-64,2016,274
1334,MĘŻCZYŹNI,C1,45-54,2016,1210
1333,MĘŻCZYŹNI,C1,35-44,2016,4307
1332,MĘŻCZYŹNI,C1,25-34,2016,11227
1319,MĘŻCZYŹNI,B+E,18-24,2016,10958
1331,MĘŻCZYŹNI,C1,18-24,2016,10383
1329,MĘŻCZYŹNI,C,55-64,2016,146
1328,MĘŻCZYŹNI,C,45-54,2016,1022
1327,MĘŻCZYŹNI,C,35-44,2016,4503
1326,MĘŻCZYŹNI,C,25-34,2016,12136
1325,MĘŻCZYŹNI,C,18-24,2016,11134
1324,MĘŻCZYŹNI,B+E,od 65,2016,52
1323,MĘŻCZYŹNI,B+E,55-64,2016,459
1322,MĘŻCZYŹNI,B+E,45-54,2016,2334
1321,MĘŻCZYŹNI,B+E,35-44,2016,7685
1330,MĘŻCZYŹNI,C,od 65,2016,5
1295,MĘŻCZYŹNI,A2,18-24,2016,5820
1340,MĘŻCZYŹNI,C1+E,45-54,2016,1561
1260,KOBIETY,D,55-64,2016,4
1269,KOBIETY,D1+E,45-54,2016,2
1268,KOBIETY,D1+E,35-44,2016,23
1266,KOBIETY,D1+E,18-24,2016,1
1265,KOBIETY,D1,55-64,2016,3
1264,KOBIETY,D1,45-54,2016,31
1263,KOBIETY,D1,35-44,2016,150
1262,KOBIETY,D1,25-34,2016,167
1261,KOBIETY,D1,18-24,2016,22
1294,MĘŻCZYŹNI,A1,od 65,2016,69
1270,KOBIETY,D+E,18-24,2016,1
1259,KOBIETY,D,45-54,2016,35
1257,KOBIETY,D,25-34,2016,197
1256,KOBIETY,D,18-24,2016,24
1255,KOBIETY,C+E,55-64,2016,2
1254,KOBIETY,C+E,45-54,2016,19
1253,KOBIETY,C+E,35-44,2016,89
1252,KOBIETY,C+E,25-34,2016,176
1251,KOBIETY,C+E,18-24,2016,78
1250,KOBIETY,C1+E,55-64,2016,2
1249,KOBIETY,C1+E,45-54,2016,16
1258,KOBIETY,D,35-44,2016,173
1271,KOBIETY,D+E,25-34,2016,31
1267,KOBIETY,D1+E,25-34,2016,31
1273,KOBIETY,D+E,45-54,2016,3
1293,MĘŻCZYŹNI,A1,55-64,2016,229
1292,MĘŻCZYŹNI,A1,45-54,2016,913
1291,MĘŻCZYŹNI,A1,35-44,2016,4827
1290,MĘŻCZYŹNI,A1,25-34,2016,9024
1289,MĘŻCZYŹNI,A1,18-24,2016,5518
1288,MĘŻCZYŹNI,A,od 65,2016,15
1272,KOBIETY,D+E,35-44,2016,26
1286,MĘŻCZYŹNI,A,45-54,2016,656
1285,MĘŻCZYŹNI,A,35-44,2016,4617
1284,MĘŻCZYŹNI,A,25-34,2016,9123
1287,MĘŻCZYŹNI,A,55-64,2016,114
1282,KOBIETY,U,45-54,2016,8
1281,KOBIETY,U,35-44,2016,23
1280,KOBIETY,U,25-34,2016,31
1279,KOBIETY,U,18-24,2016,11
1278,KOBIETY,T,55-64,2016,10
1277,KOBIETY,T,45-54,2016,41
1276,KOBIETY,T,35-44,2016,147
1275,KOBIETY,T,25-34,2016,269
1283,MĘŻCZYŹNI,A,18-24,2016,1715
1274,KOBIETY,T,18-24,2016,232
557,KOBIETY,D,25-34,2017,199
558,KOBIETY,D,35-44,2017,186
559,KOBIETY,D,45-54,2017,42
560,KOBIETY,D,55-64,2017,3
564,KOBIETY,D1,45-54,2017,44
562,KOBIETY,D1,25-34,2017,199
563,KOBIETY,D1,35-44,2017,186
556,KOBIETY,D,18-24,2017,45
561,KOBIETY,D1,18-24,2017,45
555,KOBIETY,C+E,55-64,2017,2
590,MĘŻCZYŹNI,A,od 65,2017,21
553,KOBIETY,C+E,35-44,2017,152
552,KOBIETY,C+E,25-34,2017,225
551,KOBIETY,C+E,18-24,2017,144
550,KOBIETY,C1+E,55-64,2017,2
549,KOBIETY,C1+E,45-54,2017,33
548,KOBIETY,C1+E,35-44,2017,153
547,KOBIETY,C1+E,25-34,2017,226
546,KOBIETY,C1+E,18-24,2017,144
545,KOBIETY,C1,55-64,2017,1
565,KOBIETY,D1,55-64,2017,3
554,KOBIETY,C+E,45-54,2017,33
566,KOBIETY,D1+E,18-24,2017,9
588,MĘŻCZYŹNI,A,45-54,2017,845
568,KOBIETY,D1+E,35-44,2017,27
589,MĘŻCZYŹNI,A,55-64,2017,146
544,KOBIETY,C1,45-54,2017,42
587,MĘŻCZYŹNI,A,35-44,2017,5308
586,MĘŻCZYŹNI,A,25-34,2017,9717
585,MĘŻCZYŹNI,A,18-24,2017,2230
584,KOBIETY,U,55-64,2017,1
583,KOBIETY,U,45-54,2017,11
582,KOBIETY,U,35-44,2017,27
581,KOBIETY,U,25-34,2017,27
580,KOBIETY,U,18-24,2017,12
579,KOBIETY,T,od 65,2017,2
578,KOBIETY,T,55-64,2017,7
577,KOBIETY,T,45-54,2017,57
576,KOBIETY,T,35-44,2017,245
575,KOBIETY,T,25-34,2017,353
574,KOBIETY,T,18-24,2017,318
573,KOBIETY,D+E,45-54,2017,4
572,KOBIETY,D+E,35-44,2017,27
571,KOBIETY,D+E,25-34,2017,37
570,KOBIETY,D+E,18-24,2017,9
569,KOBIETY,D1+E,45-54,2017,4
567,KOBIETY,D1+E,25-34,2017,36
543,KOBIETY,C1,35-44,2017,229
520,KOBIETY,B,35-44,2017,16526
541,KOBIETY,C1,18-24,2017,238
514,KOBIETY,AM,35-44,2017,16694
513,KOBIETY,AM,25-34,2017,41733
512,KOBIETY,AM,18-24,2017,145393
511,KOBIETY,A2,od 65,2017,4
510,KOBIETY,A2,55-64,2017,8
509,KOBIETY,A2,45-54,2017,70
508,KOBIETY,A2,35-44,2017,465
507,KOBIETY,A2,25-34,2017,929
506,KOBIETY,A2,18-24,2017,521
515,KOBIETY,AM,45-54,2017,5398
505,KOBIETY,A1,od 65,2017,5
503,KOBIETY,A1,45-54,2017,71
502,KOBIETY,A1,35-44,2017,466
501,KOBIETY,A1,25-34,2017,931
500,KOBIETY,A1,18-24,2017,525
499,KOBIETY,A,od 65,2017,1
498,KOBIETY,A,55-64,2017,2
497,KOBIETY,A,45-54,2017,67
495,KOBIETY,A,25-34,2017,931
494,KOBIETY,A,18-24,2017,118
504,KOBIETY,A1,55-64,2017,7
516,KOBIETY,AM,55-64,2017,1687
517,KOBIETY,AM,od 65,2017,178
518,KOBIETY,B,18-24,2017,146122
540,KOBIETY,C,55-64,2017,1
539,KOBIETY,C,45-54,2017,42
538,KOBIETY,C,35-44,2017,226
537,KOBIETY,C,25-34,2017,378
536,KOBIETY,C,18-24,2017,238
535,KOBIETY,B+E,od 65,2017,1
534,KOBIETY,B+E,55-64,2017,6
533,KOBIETY,B+E,45-54,2017,57
532,KOBIETY,B+E,35-44,2017,254
531,KOBIETY,B+E,25-34,2017,339
530,KOBIETY,B+E,18-24,2017,270
529,KOBIETY,B1,od 65,2017,162
528,KOBIETY,B1,55-64,2017,1635
527,KOBIETY,B1,45-54,2017,5340
526,KOBIETY,B1,35-44,2017,16662
525,KOBIETY,B1,25-34,2017,41741
524,KOBIETY,B1,18-24,2017,145886
523,KOBIETY,B,od 65,2017,145
522,KOBIETY,B,55-64,2017,1586
521,KOBIETY,B,45-54,2017,5286
519,KOBIETY,B,25-34,2017,41438
542,KOBIETY,C1,25-34,2017,381
496,KOBIETY,A,35-44,2017,463
591,MĘŻCZYŹNI,A1,18-24,2017,6203
661,MĘŻCZYŹNI,D1,55-64,2017,201
592,MĘŻCZYŹNI,A1,25-34,2017,9692
660,MĘŻCZYŹNI,D1,45-54,2017,648
659,MĘŻCZYŹNI,D1,35-44,2017,1579
658,MĘŻCZYŹNI,D1,25-34,2017,2227
657,MĘŻCZYŹNI,D1,18-24,2017,534
656,MĘŻCZYŹNI,D,od 65,2017,2
655,MĘŻCZYŹNI,D,55-64,2017,156
654,MĘŻCZYŹNI,D,45-54,2017,598
653,MĘŻCZYŹNI,D,35-44,2017,1500
662,MĘŻCZYŹNI,D1,od 65,2017,25
